Ativo;ALVO SÃO GONÇALO;(21) 3715-1320;;thiago.mattos@smalvorada.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;São Gonçalo (RJ);RJ;R CAPITAO JUVENAL FIGUEIREDO, 1406 PAVILHAO K, BOX 07, 1406 - PAVLH Y;24744-560;COLUBANDE;11.940.44-7
Ativo;ALVORADA CABO FRIO;(21) 3715-1320;;thiago.mattos@smalvorada.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Cabo Frio (RJ);RJ;R GOVERNADOR VALADARES, 274 - QUADRA47 LOTE 292 LOTE 378;28909-010;SAO CRISTOVAO;12.221.28-2
Ativo;AM PNEUS;2443-1130;;;Barra do Pirai (RJ);RJ;R DR. LUIZ BARBOSA, 358;27115-000;MATADOURO;87139638
Ativo;AMADEU DOS SANTOS GOMES;;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Valença (RJ);RJ;;27600-000;;
Ativo;AMANBELLA COMERCIO DE ALIMENTOS LTDA;(22) 3831-1194;;administraivo@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Volta Redonda (RJ);RJ;R CUBA, 75;27212-090;VILA AMERICANA;86.915.11-1
Ativo;AMIGAOZAO;(21) 2222-2222;;mercadoamigaozao@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Duque de Caxias (RJ);RJ;AV VISCONDE DE ITAUNA, S/N - LT 228 LOJA;25214-415;JARDIM PRIMAVERA;79.710.59-8
Ativo;AMIGAOZAO DISTRIBUIDORA;(22) 2648-4637;;dist.amigaozao@gmail.com;São Pedro da Aldeia (RJ);RJ;ESTRADA DO ALECRIM, 480 - LOJA 01;28943-636;PORTO DO CARRO;11.740.55-3
Ativo;AMIGOS DA CONSTRUCAO;242453-2645;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;;RJ;;;;77707077
Ativo;AMIGOS DA CONSTRUCAO;(24) 2453-2645;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Valença (RJ);RJ;RUA ISAIAS SACRAMENTO, S N;27600-000;SAO JOSE DAS PALMEIRAS;87081729
Ativo;ANA CAROLINA PEIXOTO MARQUES;(21) 98197-8665;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;;;;;;
Ativo;ANDAIME FACIL;(24) 2453-4947;;contabilidadegobbi@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Valença (RJ);RJ;AVENIDA PRESIDENTE KENNEDY, 284 - GALPAO;27600-000;JARDIM VALENCA;
Ativo;ANDERSON _ SSREPRESENTACOES;(21) 96441-1843;;ssrepresentacoes2@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;RUA AURELIO DE OLIVEIRA - LOTE 1 QUADRA43 CASA 1;21831-360;SENADOR CAMARA;
Ativo;ANDRADE E ABREU TRANSPORTES LTDA;;;;Guarulhos (SP);SP;Jaguapita, 68 - LOT40 E 41 QD 5A - CEP;;;796963103118
Ativo;ANGEZA ASSESSORIA DE COBRANCAS LTDA;(54) 3209-8900;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Caxias do Sul (RS);RS;R CARLOS GIESEN, 1297 - SALA 901;95084-220;EXPOSICAO;
Ativo;ANGRA DISTRIBUICAO DE ALIMENTOS LTDA;222643-8448;;lj01cpdfavorito@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Cabo Frio (RJ);RJ;R ITAJURU, 331;28905-060;CENTRO;84487414
Ativo;ANTONIO WASHINGTON DOS SANTOS;(21) 96436-3830;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;;;;;;
Ativo;ARATRIGO;(22) 2661-5117;;aratrigo@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Araruama (RJ);RJ;R OSCAR CLARK, 851 - SLJ 01;28970-000;PARQUE MATARUNA;77.910.39-5
Ativo;ARBALLOON INFLAVEIS;(11) 3599-3931;;comercial@arballoon.com.br;Osasco (SP);SP;RUA MARIA JESUS DO ROSARIO, 2000;06246-010;MUNHOZ JUNIOR;132.641.020.115
Ativo;ARC FOMENTO MERCANTIL LTDA;(32) 3218-1188;;arc@arcfomento.online,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Juiz de Fora (MG);MG;R DOUTOR PEDRO MENDES, 52;36021-050;BOM PASTOR;
Ativo;ARCO IRIS BRASIL IND COM DE PRODUTOS ALIMENTICIOS LTDA;(11) 2191-2444;;arcolor.nfe@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;São Paulo (SP);SP;RUA FORTE DO TRIUNFO, 45;08341-310;PARQUE INDUSTR.;110826073110
Ativo;ARETHA MARIA FREITAS DE SOUSA LTDA;(22) 98100-9917;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;RUA GENERAL CORREIA E CASTRO, 00445;21240-030;JARDIM AMERICA;12237154
Ativo;ARLINDO HENRIQUE DO NASCIMENTO;(21) 97040-6408;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Duque de Caxias (RJ);RJ;AV VISC CAIRU, 250 - AP 403 GR 2;25050-420;VILA LEOPOLDINA IV;
Ativo;ARMAZEM 239 LTDA;;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Volta Redonda (RJ);RJ;R PORTO ALEGRE, 239;27210-500;SANTO AGOSTINHO;77487808
Ativo;ARMAZEM DA PIZZA;(21) 3013-8972;;charles.fdacosta@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;R BULHOES MARCIAL, 391;21250-381;PARADA DE LUCAS;11698166
Ativo;ARMAZEM DO GRAO LTDA;(24) 2220-9453;;escritafiscal@armazemdograo.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Petrópolis (RJ);RJ;RUA JOAO XAVIER, 170 - GALPAO1;25665-442;DUARTE DA SILVEIRA;79.257.28-1
Ativo;ARMAZEM DO GRAO LTDA;(24) 2220-9453;;escritafiscal@armazemdograo.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Petrópolis (RJ);RJ;RUA ALICE HERVE, 86 - GALPAO1 E 2;25665-010;BINGEN;12.699.82-4
Ativo;ARMAZEM E BAR FLOR DA POSSE;(21) 3641-4916;;nfe@flordaposse.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;R DR ALEIXO, 225 - 229,245;25953-070;VARZEA;77.418.53-9
Ativo;ARMAZEM E BAR FLOR DA POSSE LTDA;;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;AV FELICIANO SODRE, 1190 - LOJA E SOBRELOJA;25963-025;VARZEA;75.693.27-3
Ativo;ARMAZEM E BAR FLOR DA POSSE LTDA;;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;R SAO PEDRO, 399;25955-240;SAO PEDRO;78.463.29-5
Ativo;ARMAZEM E BAR FLOR DA POSSE LTDA;;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;EST DOUTOR ROGERIO DE MOURA ESTEVAO, 27781;25995-290;BONSUCESSO;11.012.06-0
Ativo;ARMAZEM E BAR FLOR DA POSSE LTDA;;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;AV MELVYN JONES, 180;25954-220;MEUDOM;11.085.28-8
Ativo;ARMAZEM E BAR FLOR DA POSSE LTDA;;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Teresópolis (RJ);RJ;R WILHELM CRISTIAN KLEMME, 255 - LOJA 01;25975-550;ERMITAGE;11.085.27-0
Ativo;ARMAZEM E BAR FLOR DA POSSE MAGE;(21) 3641-4916;;armazem@armazem.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Magé (RJ);RJ;R JOAO VALERIO, 157;25900-001;CENTRO;78.463.31-7
Ativo;ARMAZEM URBANO ARAGUAIA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;(21) 3577-5520;;nse_armazemaraguaia@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;R ARAGUAIA, 970 - LOJA A -SUPL COMTE R SILVA 7-A;22745-270;FREGUESIA JACAREPAGUA;87.203.12-3
Ativo;ARMAZEM URBANO BARRA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;(21) 2425-5522;;armazemurbanomix@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;AV RODOLFO AMOEDO, 00347 - 00385;22620-350;BARRA DA TIJUCA;11.739.04-0
Ativo;ARMAZEM URBANO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;(21) 2712-8703;;nfe_armazemurbano@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;EST PAU FERRO, 1070 - LOJA;22743-052;FREGUESIA(JACAREPAGUA);79.550.25-6
Ativo;Artefatos Produtos de Concreto Ltda;(32) 2102-0044;;;Juiz de Fora (MG);MG;RUA BRUNO SIMILI, 210;36092-050;DISTRITO INDUSTRIAL;0039084190025
Ativo;ASA BRANCA ALIMENTOS;(21) 3346-1075;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;R JORNALISTA GERALDO ROCHA, 468;21240-080;JARDIM AMERICA;86.924.41-2
Ativo;ASFALTAO - LRG Porter Supermercado Eirelli;(24) 3356-2101;;sup.novo-asfaltao@bol.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Barra Mansa (RJ);RJ;R ARTHUR OSCAR, 226;27321-500;VILA NOVA;86519216
Ativo;ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE VALENÇA;242453-4273;;jcavila@uol.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Valença (RJ);RJ;;27600-000;;
Ativo;ATACABOM;(21) 2620-0659;;cpd@atacabom.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio Bonito (RJ);RJ;ROD BR 101, SN - KM263;28800-000;OLARIA;11.447.53-8
Ativo;ATACADAO CENTRAL;(21) 3486-4730;;cm.dicom@hotmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Queimados (RJ);RJ;ESTRADA DO RIACHAO, LOTE 3 - QUADRAB LOTE 3;26330-150;JARDIM RIACHAO;11716334
Ativo;ATACADAO E VAREJAO DO PAULINHO;(22) 3855-1394;PAULO;;Santo Antônio de Pádua (RJ);RJ;RODOVIA LUCIO MEIRA, SN;28470-000;SANTA LUZIA 5º DISTRITO;11.598.52-8
Ativo;ATACADERJ;(21) 7204-3699;;gerencia.lj01@atacabom.com.br;Rio de Janeiro (RJ);RJ;RUA SENADOR POMPEU, 00187 - LOJ A. NUM 00189. NUM 00191 E 191A. NUM 00195 . RUA MARCILIO;20221-291;CENTRO;12.185.02-2
Ativo;ATACAREJO DO BAIRRO LTDA;(21) 2222-2222;;lgl@gruporangel.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;ESTRADA DO LAMEIRAO PEQUENO, 116;23017-325;CAMPO GRANDE;12.288.47-6
Ativo;ATLANTICO MERCEARIA E CONFEITARIA LTDA;(21) 3649-0292;;atlanticomercearia@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Rio de Janeiro (RJ);RJ;AV GILKA MACHADO, 70 A / B, 70;22795-570;RECREIO DOS BANDEIRANTES;86698730
Ativo;ATUAL PECAS E ACESSORIOS LTDA;(32) 98841-0143;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Juiz de Fora (MG);MG;AVENIDA BRASIL 2708, 2708;36035-030;MARIANO PROCoPIO;0040604990073
Ativo;AUGUSTO SILVA RAMOS;(24) 99917-2198;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Valença (RJ);RJ;ESTRADA PADRE BARREIRO, 387;27600-000;OSORIO;
Ativo;AUTO POSTO CASCATINHA LTDA;(32) 3236-2085;;objetivacontabilidadesd@gmail.com;Juiz de Fora (MG);MG;RUA DR PAULO J COELHO, 169;36033-310;CASCATINHA;367.468.457/0046
Ativo;AUTO POSTO RODHAR LTDA;(21) 4148-2338;;valida@validacontabil.com.br,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Duque de Caxias (RJ);RJ;ROD WASHINGTON LUIZ, SN - KM 33 LOTE A12C;25265-008;SANTO ANTONIO;11.151.79-5
Ativo;AVALON MERCEARIA DA TERRA LTDA;(24) 8120-3825;;avalon.vr@hotmail.com;Volta Redonda (RJ);RJ;AVENIDA ALMIRANTE ADALBERTO DE BARROS NUNES, 480;27281-800;VILA MURY;79.041.28-9
Ativo;AYRON DA SILVEIRA NEIVA;(21) 96411-7788;;ayronzinn10@gmail.com,db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Nova Iguaçu (RJ);RJ;RUA QUERMESSE, 377 - APARTAMENTO 101;26022-690;ALTO DA POSSE;
Ativo;AZZURRA FRANCE VEICULOS LTDA - RENAULT CAXIAS;(21) 93239-5335;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;Duque de Caxias (RJ);RJ;RODOVIA PARTE III ENT. SUP. RUA DOLORES DURAN, 2155;25085-008;PARQUE DUQUE;87367665
Ativo;B COLOR;(11) 8966-1598;;als.soares@yahoo.com.br;São Paulo (SP);SP;RUA MAJ ANGELO ZANCHI, 468 - GALPAO474 E 476;03633-000;PENHA DE FRANCA;150.844.072.116
Ativo;BALTAZAR QUEIROZ REIS;(32) 99998-3757;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;;MG;;;;
Ativo;BANCO SANTANDER (BRASIL) S.A.;(32) 329922-9115;;db9908904e705c6d48d50121d3e256ae@multinotas.nasajon.com.br;;;;;;
